runner,phase,phase_index,ops_into_phase,total_ops,p50_us,p99_us,factor_utilization,uaf,memory_bytes,storage_bytes
jimvd,IAM,0,9004,9004,58772,880534,0.8289182525131188,3.968060836501901,1717915648,47983938
